,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
190,The Maw: River Redirect,26006,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
191,The Maw: Brute Force,26005,Twisted Pixel Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
192,Obulis,11330,IonFX,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
193,Space Giraffe,27800,Llamasoft LTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
194,Codename: Panzers - Cold War,9850,"InnoGlow,Stormregion,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
195,Escape Rosecliff Island,3600,SpinTop Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
196,Guild Wars Nightfall®,29580,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
197,Guild Wars® Game of the Year Edition,29540,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2005
198,Guild Wars Factions®,29560,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2006
199,Guild Wars Trilogy,29570,ArenaNet®,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2008
200,Puzzle Kingdoms,23700,Infinite Interactive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
201,Samantha Swift and the Golden Touch,16060,MumboJumbo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
202,Two Worlds Epic Edition,1930,Reality Pump Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
203,Helldorado,18470,Spellbound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
204,X-Blades,7510,Gaijin Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
205,Zeno Clash,22200,ACE Team,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
206,The Maw: Speeder Lane,26007,Twisted Pixel Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
207,King's Bounty: The Legend,25900,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2008
208,Virtual Families,16200,Last Day of Work,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
209,Death Track®: Resurrection,7840,Sky Fallen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
210,Freedom Force vs. the Third Reich,8890,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2005
211,Freedom Force,8880,Irrational Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2002
212,Light of Altair,34500,SaintXi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
213,Darkest Hour: Europe '44-'45,1280,Darklight Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
214,Prototype™,10150,Radical Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
215,Blueberry Garden,29160,Erik Svedäng,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
216,Port Royale 2,12470,Ascaron Entertainment ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004
217,The Elder Scrolls IV: Oblivion® Game of the Year Edition,22330,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
218,The Elder Scrolls III: Morrowind® Game of the Year Edition,22320,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
219,Ankh 2: Heart of Osiris,12440,Deck 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
220,Armored Fist 3,32710,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999
221,MiG-29 Fulcrum,32740,NovaLogic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998
222,BC Kings,12460,Mascot Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
223,Call of Juarez®: Bound in Blood,21980,Techland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
224,Nancy Drew®: Legend of the Crystal Skull,31860,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
225,Nancy Drew®: The Creature of Kapu Cave,31900,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
226,Nancy Drew®: The Phantom of Venice,31920,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
227,Nancy Drew®: The White Wolf of Icicle Creek,31930,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
228,BRAINPIPE: A Plunge to Unhumanity,35800,Digital Eel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
229,Tales of Monkey Island Complete Pack,31170,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
230,Street Fighter® IV,21660,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
231,Thrillville®: Off the Rails™,6080,Frontier,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2007
232,Indiana Jones® and the Fate of Atlantis™,6010,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
233,Armed and Dangerous®,6090,Planet Moon Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
234,"Star Wars: Battlefront 2 (Classic, 2005)",6060,Pandemic Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
235,Indiana Jones® and the Last Crusade™,32310,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
236,LEGO® Indiana Jones™: The Original Adventures,32330,Traveller's Tales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
237,The Secret of Monkey Island: Special Edition,32360,LucasArts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
238,Warfare,35300,GFI Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008
239,Clutch,35310,Targem Games,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
240,Nancy Drew®: Ransom of the Seven Ships,31980,HeR Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
241,3D Ultra™ Minigolf Adventures,10140,Wanako Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
242,King's Quest™ Collection,10100,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
243,TimeShift™,10130,Saber Interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
244,Space Quest™ Collection,10110,Sierra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
245,Killing Floor Outbreak Character Pack,1256,Tripwire Interactive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
246,Aces of the Galaxy™,10120,Artech Studios,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
247,Tropico Reloaded,33520,"PopTop Software,BreakAway Games,Frog City Software",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2009
248,Mystery P.I. - Lost in Los Angeles,3610,SpinTop Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
249,Bionic Commando: Rearmed,21680,Capcom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
250,Bionic Commando,21670,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
251,Watchmen: The End is Nigh Part 2,21030,Deadline Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
252,Foreign Legion: Buckets of Blood,36000,Sakari Indie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
253,STAR WARS™ - Knights of the Old Republic™,32370,"BioWare,Aspyr (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003
254,Osmos,29180,Hemisphere Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
255,Fallout 2: A Post Nuclear Role Playing Game,38410,Black Isle Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
256,Fallout Tactics: Brotherhood of Steel,38420,14° East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
257,Kingpin — Life of Crime,38430,Xatrix Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
258,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,31180,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
259,Jewel Quest Pack,37960,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
260,Mahjong Quest Collection,38000,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
261,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",37400,Size Five Games,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
262,Tom Clancy's Splinter Cell Chaos Theory®,13570,Ubisoft Montreal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
263,XIII Century – Gold Edition,34420,Unicorn Games Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
264,World of Zoo,43100,Blue Fang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
265,Mini Ninjas,35000,IO Interactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
266,Windosill,37600,"Vectorpark, Inc.",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
267,Train Simulator: Colton &amp; Northern Route Add-On,24029,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
268,Midnight Mysteries,32140,MumboJumbo,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
269,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,31190,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
270,Joint Operations: Combined Arms Gold,32770,NovaLogic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
271,Train Simulator: US Loco &amp; Asset Pack,208306,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
272,DinerTown Tycoon,37300,PlayFirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
273,Train Simulator: European Loco &amp; Asset Pack,208300,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
274,Risen,40300,Piranha Bytes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
275,Flora's Fruit Farm,35070,Honeyslug,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
276,Empire: Total War™ - The Warpath Campaign,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
277,Machinarium,40700,Amanita Design,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
278,Medal of Honor: Airborne,24840,EA Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
279,Need for Speed: Shift,24870,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
280,Torchlight,41500,Runic Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
281,Command &amp; Conquer: Red Alert 3 - Uprising,24800,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
282,The Stronghold Collection,901735,FireFly Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
283,East India Company: Privateer,42800,Nitro Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
284,Painkiller: Resurrection,39560,Homegrown Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
285,SpellForce 2 - Anniversary Edition,39550,"Phenomic,THQ Nordic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2009
286,Secret Files: Tunguska,40330,Animation Arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
287,Rush for Berlin Gold,40320,Stormregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
288,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,31200,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
289,Men of War: Red Tide,3130,1C Company,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
290,Hammerfight,41100,Konstantin Koshutin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
291,SpellForce - Platinum Edition,39540,Phenomic,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
292,Massive Assault: Phantom Renaissance,34640,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005
293,Massive Assault,34630,Wargaming.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003
294,Serious Sam HD: The First Encounter,41000,Croteam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
295,Secret Files 2: Puritas Cordis,40340,Animation Arts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
296,Dragon Age: Origins,17450,BioWare,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
297,Aztaka,37100,Citeremis Inc.,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
298,Magnetis,37500,Yullaby,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
299,For The Glory: A Europa Universalis Game,42810,Crystal Empire Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
300,Call of Duty®: Modern Warfare® 2,10180,"Infinity Ward,Aspyr (Mac)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
301,LEGO® Star Wars™ - The Complete Saga,32440,"Traveller's Tales,Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
302,Overlord™,11450,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007
303,Overlord™: Raising Hell,12710,"Triumph Studios,Virtual Programming",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008
304,Command &amp; Conquer 3: Tiberium Wars,24790,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
305,Yumsters 2: Around the World,29120,KranX Productions,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
306,Command &amp; Conquer 3: Kane's Wrath,24810,EA Los Angeles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
307,Gratuitous Space Battles,41800,Positech Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
308,Wings of Prey,45300,Gaijin Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
309,The Bard's Tale,41900,inXile Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005
310,Defence Alliance 2,35420,Defence Alliance Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
311,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,32430,"LucasArts,Aspyr Studios",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
312,Fallout 3: Game of the Year Edition,22370,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
313,Gratuitous Space Battles: The Tribe,41802,Positech Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2009
314,Build-A-Lot,38080,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007
315,Build-A-Lot 2: Town of the Year,38090,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
316,Build-A-Lot 3: Passport to Europe,38100,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
317,Coconut Queen,38070,iWin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
318,Roogoo,38210,Spidermonk Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
319,Devil May Cry 4,45700,Capcom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
320,Avencast: Rise of the Mage,46410,ClockStone Studios,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2010
321,Build-A-Lot 4: Power Source,38110,Hip Soft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
322,"Pirates, Vikings, and Knights II",17570,Octoshark Studios,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
323,Farm Frenzy 2,38130,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
324,Farm Frenzy 3: American Pie,38160,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
325,Farm Frenzy 3,38150,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
326,Farm Frenzy,38120,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
327,Farm Frenzy: Pizza Party,38140,Alawar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
328,Cake Mania Main Street™,36300,Sandlot Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
329,Westward® IV: All Aboard,36310,Sandlot Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
330,Iron Roses,36320,Cateia Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
331,UFO: Extraterrestrials Gold,37030,Chaos Concept,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
332,LEGO® Indiana Jones™ 2: The Adventure Continues,32450,Traveller's Tales,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
333,Super Laser  Racer,44100,New Star Games Ltd,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010
334,Hearts of Iron III: Soviet Infantry Pack DLC,25960,Paradox Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
335,NecroVisioN: Lost Company,46250,The Farm 51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
336,Cradle of Persia,38180,Awem Studio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
337,Aliens vs. Predator Swarm Map Pack,10695,Rebellion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
338,Serious Sam Classic: The First Encounter,41050,Croteam,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
339,Train Simulator: Fort Kent to Eagle Lake Route Add-On,24055,All Aboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
340,Mount &amp; Blade: Warband,48700,TaleWorlds Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
341,Coniclysm,39900,ZoopTEK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
342,Plain Sight,49900,Beatnik Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
343,Lead and Gold: Gangs of the Wild West,42120,Fatshark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
344,Grand Theft Auto: Episodes from Liberty City,12220,Rockstar North / Toronto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
345,Dark Void™ Zero,45730,Other Ocean Interactive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
346,Fortix,45400,Nemesys Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
347,Beat Hazard,49600,Cold Beam Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
348,Sam &amp; Max: The Devil’s Playhouse,901399,Telltale Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
349,M.U.D. TV,43500,Realmforge Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2010
350,Wings of Luftwaffe Add-on,45302,Gaijin Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
351,The Misadventures of P.B. Winterbottom,40930,The Odd Gentlemen,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
352,AquaNox 2: Revelation,39640,THQ Nordic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
353,AquaNox,39630,THQ Nordic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
354,Fluttabyes,23150,Red Chain Games Ltd.,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
355,Hidden Expedition: Titanic,50940,Big Fish Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
356,Hidden Expedition: Amazon,50920,Big Fish Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
357,Napoleon: Total War™ - Coalition Battle Pack,34178,"The Creative Assembly,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
358,Fitness Dash™,37340,Sarbakan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
359,Gemini Lost™,37390,PlayFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
360,DinerTown Detective Agency™,37310,Absolutist Ltd.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
361,Hotel Dash™ Suite Success™,49000,PlayFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
362,Nightshift Legacy: The Jaguar's Eye™,37330,PlayFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
363,The Nightshift Code™,37320,PlayFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
364,TriJinx: A Kristine Kross Mystery™,37370,PlayFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
365,Valerie Porter and the Scarlet Scandal™,37380,PlayFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
366,Biozone,19080,G5 Entertainment,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
367,Rocket Knight,19030,Climax Studios,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
368,Flight of the Icarus,49800,Muse Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
369,Puzzler World,33650,Ideas Pad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
370,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,901478,Ubisoft,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
371,Ziro,33660,Kokakiki,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010
372,Altered Beast™,34281,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
373,Comix Zone™,34272,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
374,SEGA Mega Drive and Genesis Classics,34270,D3T Limited,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010
375,Golden Axe™,34276,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
376,Ecco the Dolphin™,34274,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
377,Gain Ground™,34275,SEGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
378,Shinobi™ III: Return of the Ninja Master,34277,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
379,Crack Down™,34273,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
380,VectorMan™,34280,SEGA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
